Time,Today Yield(kWh),Energy to Grid(kWh),Energy from Grid(kWh),Energy to Battery(kWh),Energy from Battery(kWh),Load Consumption(kWh),Generation(kWh),GEN(kWh),Smart Load(kWh),AC Coupled(kWh)
2023-02-04,24.2,14.21,5.88,,,15.87,24.2,,,
2023-02-05,22.21,10.69,9.7,,,21.22,22.21,,,
2023-02-06,21.88,10.27,5.49,,,17.1,21.88,,,
2023-02-07,23.79,12.05,5.15,,,16.9,23.79,,,
2023-02-08,14.16,6.02,11.77,,,19.91,14.16,,,
2023-02-09,22.1,12.66,11.98,,,21.42,22.1,,,
2023-02-10,23.13,13.25,4.23,,,14.11,23.13,,,
2023-02-11,24.2,12.6,4.97,,,16.57,24.2,,,
2023-02-12,24.15,13.95,6.42,,,16.62,24.15,,,
2023-02-13,16.64,8.75,10.67,,,18.56,16.64,,,
2023-02-14,24.2,12.97,7.19,,,18.43,24.2,,,
2023-02-15,23.1,11.68,4.89,,,16.31,23.1,,,
2023-02-16,11.71,5.33,14.85,,,21.23,11.71,,,
2023-02-17,24.2,11.66,5.37,,,17.91,24.2,,,
2023-02-18,24.2,13.32,4.66,,,15.54,24.2,,,
2023-02-19,22.45,10.7,7.42,,,19.17,22.45,,,
2023-02-20,16.99,7.61,8.44,,,17.81,16.99,,,
2023-02-21,24.2,12.6,7.99,,,19.59,24.2,,,
2023-02-22,20.65,10.35,4.41,,,14.71,20.65,,,
2023-02-23,24.2,14.23,12.04,,,22.01,24.2,,,
2023-02-24,15.94,6.72,8.83,,,18.05,15.94,,,
2023-02-25,7.74,3.37,17.55,,,21.93,7.74,,,
2023-02-26,24.2,11.38,8.5,,,21.32,24.2,,,
2023-02-27,18.1,9.32,9.91,,,18.69,18.1,,,
2023-02-28,24.2,14.27,9.02,,,18.95,24.2,,,
2023-03-01,22.68,12.35,12.46,,,22.78,22.68,,,
2023-03-02,25.85,10.87,6.71,,,21.69,25.85,,,
2023-03-03,25.85,13.23,12.03,,,24.66,25.85,,,
2023-03-04,17.07,8.49,15.01,,,23.59,17.07,,,
2023-03-05,25.85,10.42,6.61,,,22.04,25.85,,,
2023-03-06,24.31,11.64,6.52,,,19.19,24.31,,,
2023-03-07,24.28,14.39,10.74,,,20.64,24.28,,,
2023-03-08,11.61,5.89,20.64,,,26.36,11.61,,,
2023-03-09,23.11,10.27,8.45,,,21.3,23.11,,,
2023-03-10,21.33,11.32,13.79,,,23.79,21.33,,,
2023-03-11,20.24,11.71,11.63,,,20.16,20.24,,,
2023-03-12,23.89,12.29,13.29,,,24.89,23.89,,,
2023-03-13,23.28,13.28,14.83,,,24.82,23.28,,,
2023-03-14,25.85,13.23,9.99,,,22.61,25.85,,,
2023-03-15,23.31,12.05,10.27,,,21.52,23.31,,,
2023-03-16,25.49,13.89,8.52,,,20.12,25.49,,,
2023-03-17,16.15,7.18,14.85,,,23.82,16.15,,,
2023-03-18,25.85,11.4,6.89,,,21.34,25.85,,,
2023-03-19,23.06,10.52,8.24,,,20.77,23.06,,,
2023-03-20,25.85,14.16,10.82,,,22.52,25.85,,,
2023-03-21,17.77,8.46,13.04,,,22.35,17.77,,,
2023-03-22,17.8,10.29,15.77,,,23.28,17.8,,,
2023-03-23,25.85,13.79,8.11,,,20.17,25.85,,,
2023-03-24,21.1,12.19,14.72,,,23.63,21.1,,,
2023-03-25,21.46,11.39,14.6,,,24.68,21.46,,,
2023-03-26,19.25,11.17,12.43,,,20.52,19.25,,,
2023-03-27,24.53,10.08,7.04,,,21.5,24.53,,,
2023-03-28,25.85,13.26,5.39,,,17.98,25.85,,,
2023-03-29,19.83,9.91,13.23,,,23.16,19.83,,,
2023-03-30,21.06,9.24,6.73,,,18.56,21.06,,,
2023-03-31,24.01,14.06,13.99,,,23.95,24.01,,,
2023-04-01,25.3,13.31,16.1,,,28.1,25.3,,,
2023-04-02,25.3,12.17,10.74,,,23.86,25.3,,,
2023-04-03,19.34,10.28,14.29,,,23.35,19.34,,,
2023-04-04,24.6,9.9,7.38,,,22.08,24.6,,,
2023-04-05,23.72,12.87,15.61,,,26.47,23.72,,,
2023-04-06,23.73,10.61,13.72,,,26.85,23.73,,,
2023-04-07,21.52,12.36,17.4,,,26.56,21.52,,,
2023-04-08,20.7,10.74,16.45,,,26.4,20.7,,,
2023-04-09,25.3,14.27,14.47,,,25.5,25.3,,,
2023-04-10,13.28,5.73,17.04,,,24.59,13.28,,,
2023-04-11,13.74,7.75,17.21,,,23.21,13.74,,,
2023-04-12,21.17,11.1,9.3,,,19.37,21.17,,,
2023-04-13,19.27,9.91,15.53,,,24.89,19.27,,,
2023-04-14,21.36,8.63,13.72,,,26.45,21.36,,,
2023-04-15,20.84,12.37,11.13,,,19.6,20.84,,,
2023-04-16,18.51,8.19,13.22,,,23.54,18.51,,,
2023-04-17,17.94,8.91,14.6,,,23.63,17.94,,,
2023-04-18,23.66,11.53,5.2,,,17.34,23.66,,,
2023-04-19,23.75,11.24,9.17,,,21.68,23.75,,,
2023-04-20,21.66,8.96,9.79,,,22.48,21.66,,,
2023-04-21,20.85,12.37,10.95,,,19.43,20.85,,,
2023-04-22,25.3,11.98,9.53,,,22.86,25.3,,,
2023-04-23,22.67,9.25,9.98,,,23.39,22.67,,,
2023-04-24,18.36,10.96,19.35,,,26.75,18.36,,,
2023-04-25,24.04,12.78,12.29,,,23.55,24.04,,,
2023-04-26,18.9,10.69,14.63,,,22.83,18.9,,,
2023-04-27,20.59,8.36,13.18,,,25.41,20.59,,,
2023-04-28,18.77,10.0,10.95,,,19.72,18.77,,,
2023-04-29,17.98,8.28,14.88,,,24.58,17.98,,,
2023-04-30,22.26,12.04,13.33,,,23.55,22.26,,,
2023-05-01,21.43,12.29,19.29,,,28.44,21.43,,,
2023-05-02,22.5,12.99,13.9,,,23.4,22.5,,,
2023-05-03,21.31,11.98,20.33,,,29.67,21.31,,,
2023-05-04,11.93,6.88,18.85,,,23.91,11.93,,,
2023-05-05,21.39,11.76,11.23,,,20.85,21.39,,,
2023-05-06,17.63,9.76,16.35,,,24.22,17.63,,,
2023-05-07,19.96,11.43,14.27,,,22.8,19.96,,,
2023-05-08,15.39,6.36,9.83,,,18.87,15.39,,,
2023-05-09,20.13,10.24,8.18,,,18.08,20.13,,,
2023-05-10,21.67,12.87,11.35,,,20.15,21.67,,,
2023-05-11,22.55,11.66,15.06,,,25.95,22.55,,,
2023-05-12,22.55,9.02,9.72,,,23.24,22.55,,,
2023-05-13,22.55,13.05,17.05,,,26.56,22.55,,,
2023-05-14,22.53,12.71,15.55,,,25.37,22.53,,,
2023-05-15,22.55,10.76,9.96,,,21.75,22.55,,,
2023-05-16,18.86,10.52,18.59,,,26.93,18.86,,,
2023-05-17,22.55,12.96,12.89,,,22.48,22.55,,,
2023-05-18,16.56,7.49,18.48,,,27.55,16.56,,,
2023-05-19,22.55,11.56,13.31,,,24.3,22.55,,,
2023-05-20,22.55,9.76,13.02,,,25.81,22.55,,,
2023-05-21,16.24,9.31,16.82,,,23.75,16.24,,,
2023-05-22,22.55,11.94,8.92,,,19.53,22.55,,,
2023-05-23,17.42,8.36,16.32,,,25.38,17.42,,,
2023-05-24,17.85,10.44,9.77,,,17.17,17.85,,,
2023-05-25,16.22,8.87,11.55,,,18.91,16.22,,,
2023-05-26,14.3,7.01,22.38,,,29.67,14.3,,,
2023-05-27,15.13,7.25,11.22,,,19.1,15.13,,,
2023-05-28,20.91,10.37,9.91,,,20.46,20.91,,,
2023-05-29,21.59,11.37,13.37,,,23.59,21.59,,,
2023-05-30,20.17,9.84,10.38,,,20.71,20.17,,,
2023-05-31,19.51,10.07,9.8,,,19.23,19.51,,,
2023-06-01,18.16,10.05,13.98,,,22.09,18.16,,,
2023-06-02,14.47,8.59,14.89,,,20.76,14.47,,,
2023-06-03,18.37,10.82,11.48,,,19.03,18.37,,,
2023-06-04,15.47,7.07,12.8,,,21.2,15.47,,,
2023-06-05,20.3,8.14,13.84,,,26.0,20.3,,,
2023-06-06,16.73,6.7,13.19,,,23.22,16.73,,,
2023-06-07,15.37,8.48,11.09,,,17.98,15.37,,,
2023-06-08,14.86,6.16,15.16,,,23.86,14.86,,,
2023-06-09,20.35,9.12,8.23,,,19.46,20.35,,,
2023-06-10,17.72,9.06,10.04,,,18.7,17.72,,,
2023-06-11,15.02,6.82,15.04,,,23.24,15.02,,,
2023-06-12,14.02,7.68,16.78,,,23.13,14.02,,,
2023-06-13,16.44,7.75,12.77,,,21.46,16.44,,,
2023-06-14,18.53,7.57,8.34,,,19.3,18.53,,,
2023-06-15,17.34,8.82,9.82,,,18.34,17.34,,,
2023-06-16,20.23,9.81,8.94,,,19.35,20.23,,,
2023-06-17,20.35,11.76,14.08,,,22.67,20.35,,,
2023-06-18,15.93,7.53,11.58,,,19.98,15.93,,,
2023-06-19,13.91,7.18,13.22,,,19.96,13.91,,,
2023-06-20,16.04,6.88,10.75,,,19.92,16.04,,,
2023-06-21,19.67,10.23,9.7,,,19.14,19.67,,,
2023-06-22,16.57,9.33,15.49,,,22.73,16.57,,,
2023-06-23,20.27,9.35,12.64,,,23.56,20.27,,,
2023-06-24,19.87,8.5,8.06,,,19.44,19.87,,,
2023-06-25,18.53,8.94,11.72,,,21.31,18.53,,,
2023-06-26,20.35,10.32,10.46,,,20.49,20.35,,,
2023-06-27,14.84,6.55,9.19,,,17.49,14.84,,,
2023-06-28,17.87,9.15,14.08,,,22.8,17.87,,,
2023-06-29,16.81,7.49,11.6,,,20.92,16.81,,,
2023-06-30,20.35,8.25,11.99,,,24.08,20.35,,,
2023-07-01,17.46,10.18,14.06,,,21.34,17.46,,,
2023-07-02,18.17,9.82,10.36,,,18.71,18.17,,,
2023-07-03,19.8,10.07,15.78,,,25.5,19.8,,,
2023-07-04,14.4,6.4,12.3,,,20.3,14.4,,,
2023-07-05,19.8,10.2,9.54,,,19.14,19.8,,,
2023-07-06,19.8,9.23,5.68,,,16.25,19.8,,,
2023-07-07,18.79,9.21,9.14,,,18.72,18.79,,,
2023-07-08,15.11,7.26,8.06,,,15.92,15.11,,,
2023-07-09,17.96,7.6,5.26,,,15.62,17.96,,,
2023-07-10,13.65,7.41,11.32,,,17.56,13.65,,,
2023-07-11,16.39,9.53,11.73,,,18.59,16.39,,,
2023-07-12,19.8,10.97,10.18,,,19.01,19.8,,,
2023-07-13,11.49,5.48,14.4,,,20.41,11.49,,,
2023-07-14,19.69,11.34,9.1,,,17.45,19.69,,,
2023-07-15,11.92,5.34,11.15,,,17.74,11.92,,,
2023-07-16,15.91,8.2,9.87,,,17.58,15.91,,,
2023-07-17,14.9,6.76,9.19,,,17.33,14.9,,,
2023-07-18,19.34,8.58,7.07,,,17.83,19.34,,,
2023-07-19,13.18,5.95,7.8,,,15.03,13.18,,,
2023-07-20,18.34,9.83,3.65,,,12.16,18.34,,,
2023-07-21,12.86,7.18,14.49,,,20.17,12.86,,,
2023-07-22,15.35,7.34,14.5,,,22.5,15.35,,,
2023-07-23,14.22,7.11,7.03,,,14.14,14.22,,,
2023-07-24,15.1,6.78,12.04,,,20.37,15.1,,,
2023-07-25,14.0,6.17,12.57,,,20.41,14.0,,,
2023-07-26,17.02,9.24,9.67,,,17.46,17.02,,,
2023-07-27,15.41,6.85,9.79,,,18.34,15.41,,,
2023-07-28,16.75,8.05,9.03,,,17.73,16.75,,,
2023-07-29,19.8,8.19,6.3,,,17.91,19.8,,,
2023-07-30,13.99,7.87,9.29,,,15.41,13.99,,,
2023-07-31,16.89,9.62,12.91,,,20.17,16.89,,,
2023-08-01,16.35,7.43,12.95,,,21.88,16.35,,,
2023-08-02,16.19,7.93,11.08,,,19.35,16.19,,,
2023-08-03,17.47,9.4,10.89,,,18.96,17.47,,,
2023-08-04,17.67,9.84,10.19,,,18.01,17.67,,,
2023-08-05,16.8,8.69,12.4,,,20.5,16.8,,,
2023-08-06,17.28,10.04,16.17,,,23.4,17.28,,,
2023-08-07,16.5,9.54,11.12,,,18.08,16.5,,,
2023-08-08,13.46,6.95,10.27,,,16.78,13.46,,,
2023-08-09,15.43,7.45,11.03,,,19.01,15.43,,,
2023-08-10,9.9,4.88,16.21,,,21.22,9.9,,,
2023-08-11,18.29,10.18,18.87,,,26.99,18.29,,,
2023-08-12,11.88,4.9,4.81,,,11.79,11.88,,,
2023-08-13,19.25,8.46,6.81,,,17.6,19.25,,,
2023-08-14,19.25,11.29,14.76,,,22.72,19.25,,,
2023-08-15,9.3,5.37,16.5,,,20.44,9.3,,,
2023-08-16,17.71,10.2,12.87,,,20.38,17.71,,,
2023-08-17,15.47,8.78,10.46,,,17.15,15.47,,,
2023-08-18,15.36,8.17,12.88,,,20.07,15.36,,,
2023-08-19,17.2,8.71,9.48,,,17.98,17.2,,,
2023-08-20,11.03,6.14,16.48,,,21.36,11.03,,,
2023-08-21,15.29,6.68,11.06,,,19.66,15.29,,,
2023-08-22,19.25,8.62,7.44,,,18.08,19.25,,,
2023-08-23,17.73,7.14,9.13,,,19.71,17.73,,,
2023-08-24,15.32,8.92,8.66,,,15.05,15.32,,,
2023-08-25,17.68,8.77,8.88,,,17.8,17.68,,,
2023-08-26,19.25,10.25,11.43,,,20.44,19.25,,,
2023-08-27,13.81,7.81,10.46,,,16.46,13.81,,,
2023-08-28,15.3,6.83,7.39,,,15.85,15.3,,,
2023-08-29,16.59,9.48,10.63,,,17.73,16.59,,,
2023-08-30,14.99,6.7,9.77,,,18.06,14.99,,,
2023-08-31,19.25,9.87,11.34,,,20.71,19.25,,,
2023-09-01,17.74,8.64,9.25,,,18.35,17.74,,,
2023-09-02,14.39,6.22,4.97,,,13.14,14.39,,,
2023-09-03,16.8,7.93,7.17,,,16.04,16.8,,,
2023-09-04,19.25,10.38,7.32,,,16.19,19.25,,,
2023-09-05,14.77,7.72,7.71,,,14.76,14.77,,,
2023-09-06,19.25,9.91,4.0,,,13.35,19.25,,,
2023-09-07,15.87,8.32,17.15,,,24.69,15.87,,,
2023-09-08,19.25,10.2,9.32,,,18.37,19.25,,,
2023-09-09,17.89,9.44,8.71,,,17.17,17.89,,,
2023-09-10,19.13,8.47,4.57,,,15.23,19.13,,,
2023-09-11,19.25,11.11,7.21,,,15.35,19.25,,,
2023-09-12,14.59,8.75,10.31,,,16.15,14.59,,,
2023-09-13,19.25,9.09,8.34,,,18.5,19.25,,,
2023-09-14,19.25,8.4,5.52,,,16.37,19.25,,,
2023-09-15,13.32,6.96,11.57,,,17.93,13.32,,,
2023-09-16,18.2,10.24,11.24,,,19.2,18.2,,,
2023-09-17,14.69,6.69,9.31,,,17.31,14.69,,,
2023-09-18,15.64,7.16,12.33,,,20.81,15.64,,,
2023-09-19,19.25,9.65,11.68,,,21.27,19.25,,,
2023-09-20,15.12,6.32,10.07,,,18.87,15.12,,,
2023-09-21,14.3,6.73,6.34,,,13.91,14.3,,,
2023-09-22,19.25,11.37,9.54,,,17.42,19.25,,,
2023-09-23,17.14,8.58,12.88,,,21.44,17.14,,,
2023-09-24,15.14,9.07,12.37,,,18.44,15.14,,,
2023-09-25,12.05,6.79,10.65,,,15.91,12.05,,,
2023-09-26,14.36,5.92,8.16,,,16.6,14.36,,,
2023-09-27,10.81,5.84,11.79,,,16.75,10.81,,,
2023-09-28,12.62,6.19,15.81,,,22.24,12.62,,,
2023-09-29,14.64,7.17,13.82,,,21.28,14.64,,,
2023-09-30,18.17,10.29,11.43,,,19.31,18.17,,,
2023-10-01,16.75,8.29,3.63,,,12.09,16.75,,,
2023-10-02,14.63,8.69,11.61,,,17.55,14.63,,,
2023-10-03,19.13,10.12,10.92,,,19.94,19.13,,,
2023-10-04,16.01,6.56,13.13,,,22.58,16.01,,,
2023-10-05,17.68,9.39,12.34,,,20.64,17.68,,,
2023-10-06,15.88,6.38,12.41,,,21.91,15.88,,,
2023-10-07,20.35,11.02,6.56,,,15.89,20.35,,,
2023-10-08,14.37,5.89,12.72,,,21.2,14.37,,,
2023-10-09,17.57,10.35,11.46,,,18.68,17.57,,,
2023-10-10,20.35,10.63,7.53,,,17.26,20.35,,,
2023-10-11,20.1,9.52,8.33,,,18.91,20.1,,,
2023-10-12,15.27,8.96,9.6,,,15.92,15.27,,,
2023-10-13,15.81,6.71,6.85,,,15.95,15.81,,,
2023-10-14,13.37,6.74,14.22,,,20.85,13.37,,,
2023-10-15,20.35,8.66,8.04,,,19.73,20.35,,,
2023-10-16,20.35,10.78,8.24,,,17.81,20.35,,,
2023-10-17,18.53,8.86,10.93,,,20.61,18.53,,,
2023-10-18,14.24,5.91,6.68,,,15.02,14.24,,,
2023-10-19,17.78,7.74,7.34,,,17.39,17.78,,,
2023-10-20,20.27,9.72,4.52,,,15.07,20.27,,,
2023-10-21,19.11,10.07,9.19,,,18.23,19.11,,,
2023-10-22,16.31,9.69,14.22,,,20.83,16.31,,,
2023-10-23,16.95,9.66,9.29,,,16.57,16.95,,,
2023-10-24,14.11,8.06,15.11,,,21.16,14.11,,,
2023-10-25,20.35,10.21,4.76,,,14.9,20.35,,,
2023-10-26,17.96,8.98,12.25,,,21.24,17.96,,,
2023-10-27,14.4,8.14,7.82,,,14.09,14.4,,,
2023-10-28,12.1,6.6,8.26,,,13.75,12.1,,,
2023-10-29,10.2,4.45,9.74,,,15.49,10.2,,,
2023-10-30,20.35,10.6,9.49,,,19.24,20.35,,,
2023-10-31,18.42,9.91,10.3,,,18.81,18.42,,,
2023-11-01,13.53,6.5,14.08,,,21.1,13.53,,,
2023-11-02,21.45,11.3,4.79,,,14.94,21.45,,,
2023-11-03,14.76,8.47,7.17,,,13.47,14.76,,,
2023-11-04,13.88,7.71,14.7,,,20.86,13.88,,,
2023-11-05,21.45,12.74,8.64,,,17.35,21.45,,,
2023-11-06,21.45,10.02,9.33,,,20.76,21.45,,,
2023-11-07,21.34,9.18,8.04,,,20.2,21.34,,,
2023-11-08,21.43,9.77,8.56,,,20.22,21.43,,,
2023-11-09,15.63,7.61,8.49,,,16.51,15.63,,,
2023-11-10,19.06,8.96,5.63,,,15.72,19.06,,,
2023-11-11,21.45,12.85,5.56,,,14.16,21.45,,,
2023-11-12,20.83,10.87,9.74,,,19.7,20.83,,,
2023-11-13,17.59,8.95,4.77,,,13.41,17.59,,,
2023-11-14,20.21,10.3,4.25,,,14.16,20.21,,,
2023-11-15,15.48,8.97,11.77,,,18.28,15.48,,,
2023-11-16,21.45,9.72,5.03,,,16.76,21.45,,,
2023-11-17,17.69,7.27,5.8,,,16.22,17.69,,,
2023-11-18,9.5,5.39,14.59,,,18.7,9.5,,,
2023-11-19,20.13,8.86,5.76,,,17.03,20.13,,,
2023-11-20,21.45,12.71,9.42,,,18.16,21.45,,,
2023-11-21,17.99,9.08,3.82,,,12.73,17.99,,,
2023-11-22,21.45,11.46,7.06,,,17.05,21.45,,,
2023-11-23,21.45,10.05,8.67,,,20.07,21.45,,,
2023-11-24,19.89,8.03,6.76,,,18.62,19.89,,,
2023-11-25,17.14,7.76,11.07,,,20.45,17.14,,,
2023-11-26,17.18,8.51,3.72,,,12.39,17.18,,,
2023-11-27,17.46,8.77,3.72,,,12.41,17.46,,,
2023-11-28,17.36,10.37,12.85,,,19.84,17.36,,,
2023-11-29,15.02,8.1,12.28,,,19.21,15.02,,,
2023-11-30,16.61,9.84,10.87,,,17.64,16.61,,,
2023-12-01,14.16,8.28,9.42,,,15.3,14.16,,,
2023-12-02,22.0,12.55,4.64,,,14.09,22.0,,,
2023-12-03,17.85,9.67,10.83,,,19.01,17.85,,,
2023-12-04,17.34,8.31,8.58,,,17.61,17.34,,,
2023-12-05,16.91,6.77,5.15,,,15.29,16.91,,,
2023-12-06,16.77,6.98,6.44,,,16.23,16.77,,,
2023-12-07,22.0,9.92,5.18,,,17.26,22.0,,,
2023-12-08,15.83,8.2,7.27,,,14.9,15.83,,,
2023-12-09,19.13,9.25,10.07,,,19.95,19.13,,,
2023-12-10,17.26,8.82,8.16,,,16.61,17.26,,,
2023-12-11,19.16,10.16,7.39,,,16.4,19.16,,,
2023-12-12,14.71,8.01,9.7,,,16.4,14.71,,,
2023-12-13,14.31,8.12,9.21,,,15.4,14.31,,,
2023-12-14,13.43,5.56,8.55,,,16.42,13.43,,,
2023-12-15,20.37,10.29,6.99,,,17.07,20.37,,,
2023-12-16,17.78,7.79,4.28,,,14.28,17.78,,,
2023-12-17,11.02,5.56,12.74,,,18.19,11.02,,,
2023-12-18,18.78,8.9,5.89,,,15.77,18.78,,,
2023-12-19,19.09,8.24,5.87,,,16.72,19.09,,,
2023-12-20,16.8,9.97,7.47,,,14.3,16.8,,,
2023-12-21,17.78,8.52,8.88,,,18.14,17.78,,,
2023-12-22,21.36,11.03,4.43,,,14.76,21.36,,,
2023-12-23,22.0,12.5,4.07,,,13.57,22.0,,,
2023-12-24,22.0,12.46,9.46,,,19.0,22.0,,,
2023-12-25,14.22,6.91,9.01,,,16.31,14.22,,,
2023-12-26,18.7,7.88,5.13,,,15.94,18.7,,,
2023-12-27,22.0,12.71,6.87,,,16.16,22.0,,,
2023-12-28,19.26,9.27,4.28,,,14.28,19.26,,,
2023-12-29,22.0,14.3,3.3,,,11.0,22.0,,,
2023-12-30,19.57,11.17,8.73,,,17.13,19.57,,,
2023-12-31,15.7,7.23,8.65,,,17.12,15.7,,,
2024-01-01,20.86,9.96,7.67,,,18.56,20.86,,,
2024-01-02,22.55,12.3,4.39,,,14.64,22.55,,,
2024-01-03,13.45,6.35,10.29,,,17.39,13.45,,,
2024-01-04,19.94,10.08,7.59,,,17.45,19.94,,,
2024-01-05,19.16,10.67,3.64,,,12.13,19.16,,,
2024-01-06,21.52,11.6,5.73,,,15.66,21.52,,,
2024-01-07,21.4,12.84,3.67,,,12.23,21.4,,,
2024-01-08,18.28,10.82,12.25,,,19.71,18.28,,,
2024-01-09,18.83,10.68,8.42,,,16.57,18.83,,,
2024-01-10,21.49,12.03,4.06,,,13.52,21.49,,,
2024-01-11,17.69,9.15,3.85,,,12.39,17.69,,,
2024-01-12,15.59,6.64,9.51,,,18.45,15.59,,,
2024-01-13,22.55,14.02,3.65,,,12.18,22.55,,,
2024-01-14,19.64,11.55,13.94,,,22.04,19.64,,,
2024-01-15,21.24,11.48,6.36,,,16.11,21.24,,,
2024-01-16,18.17,9.31,6.62,,,15.48,18.17,,,
2024-01-17,22.55,12.28,4.4,,,14.67,22.55,,,
2024-01-18,18.16,10.69,12.51,,,19.98,18.16,,,
2024-01-19,13.97,7.68,7.31,,,13.6,13.97,,,
2024-01-20,18.02,9.7,5.44,,,13.76,18.02,,,
2024-01-21,13.97,7.49,10.92,,,17.41,13.97,,,
2024-01-22,17.58,9.84,6.82,,,14.55,17.58,,,
2024-01-23,15.49,7.04,3.95,,,12.4,15.49,,,
2024-01-24,22.55,12.87,6.34,,,16.02,22.55,,,
2024-01-25,15.81,8.08,4.16,,,11.9,15.81,,,
2024-01-26,17.5,9.26,5.69,,,13.93,17.5,,,
2024-01-27,18.53,10.88,8.77,,,16.42,18.53,,,
2024-01-28,20.05,11.26,9.01,,,17.79,20.05,,,
2024-01-29,20.71,10.43,4.4,,,14.68,20.71,,,
2024-01-30,13.87,5.85,8.15,,,16.17,13.87,,,
2024-01-31,22.55,10.57,7.32,,,19.3,22.55,,,
2024-02-01,18.27,9.38,9.93,,,18.82,18.27,,,
2024-02-02,18.23,10.06,11.04,,,19.21,18.23,,,
2024-02-03,24.2,12.14,5.94,,,17.99,24.2,,,
2024-02-04,21.11,12.04,10.07,,,19.14,21.11,,,
2024-02-05,24.2,10.98,5.66,,,18.88,24.2,,,
2024-02-06,11.17,4.78,17.02,,,23.41,11.17,,,
2024-02-07,19.65,10.25,4.03,,,13.43,19.65,,,
2024-02-08,22.19,8.88,6.02,,,19.33,22.19,,,
2024-02-09,18.74,8.64,4.81,,,14.91,18.74,,,
2024-02-10,18.54,10.02,10.03,,,18.55,18.54,,,
2024-02-11,22.15,9.37,6.59,,,19.37,22.15,,,
2024-02-12,19.5,10.26,8.65,,,17.89,19.5,,,
2024-02-13,20.46,10.2,5.0,,,15.26,20.46,,,
2024-02-14,19.21,11.03,7.77,,,15.95,19.21,,,
2024-02-15,22.6,11.6,4.71,,,15.71,22.6,,,
2024-02-16,20.24,10.8,7.96,,,17.4,20.24,,,
2024-02-17,23.6,12.23,4.87,,,16.24,23.6,,,
2024-02-18,24.2,12.59,6.28,,,17.89,24.2,,,
2024-02-19,22.22,12.18,6.88,,,16.93,22.22,,,
2024-02-20,19.44,9.22,5.51,,,15.73,19.44,,,
2024-02-21,21.94,9.98,8.04,,,20.0,21.94,,,
2024-02-22,18.58,10.54,9.74,,,17.78,18.58,,,
2024-02-23,20.68,11.98,7.78,,,16.48,20.68,,,
2024-02-24,19.62,11.59,12.0,,,20.03,19.62,,,
2024-02-25,17.12,7.41,10.6,,,20.31,17.12,,,
2024-02-26,17.0,8.78,12.98,,,21.19,17.0,,,
2024-02-27,23.16,12.07,4.76,,,15.85,23.16,,,
2024-02-28,24.2,11.01,5.65,,,18.84,24.2,,,
2024-02-29,16.11,8.13,11.79,,,19.77,16.11,,,
2024-03-01,25.85,12.41,6.7,,,20.14,25.85,,,
2024-03-02,23.84,11.17,12.03,,,24.71,23.84,,,
2024-03-03,24.27,12.38,13.66,,,25.55,24.27,,,
2024-03-04,22.38,10.66,11.06,,,22.78,22.38,,,
2024-03-05,25.85,11.79,6.03,,,20.09,25.85,,,
2024-03-06,25.85,12.63,7.75,,,20.97,25.85,,,
2024-03-07,25.85,15.43,9.6,,,20.01,25.85,,,
2024-03-08,12.65,6.31,15.28,,,21.63,12.65,,,
2024-03-09,25.85,10.5,12.01,,,27.36,25.85,,,
2024-03-10,25.85,11.88,9.31,,,23.28,25.85,,,
2024-03-11,25.69,12.15,8.78,,,22.32,25.69,,,
2024-03-12,16.11,7.37,14.97,,,23.71,16.11,,,
2024-03-13,22.17,11.67,9.0,,,19.49,22.17,,,
2024-03-14,21.19,9.84,6.67,,,18.02,21.19,,,
2024-03-15,23.44,11.24,9.81,,,22.0,23.44,,,
2024-03-16,23.85,9.66,9.92,,,24.11,23.85,,,
2024-03-17,16.0,9.05,14.99,,,21.93,16.0,,,
2024-03-18,25.85,11.94,5.96,,,19.88,25.85,,,
2024-03-19,22.47,9.09,7.21,,,20.59,22.47,,,
2024-03-20,16.56,8.28,15.27,,,23.54,16.56,,,
2024-03-21,19.65,10.23,11.54,,,20.95,19.65,,,
2024-03-22,19.38,11.17,14.31,,,22.52,19.38,,,
2024-03-23,25.24,13.54,10.41,,,22.11,25.24,,,
2024-03-24,19.55,8.69,7.84,,,18.7,19.55,,,
2024-03-25,24.78,11.45,9.07,,,22.4,24.78,,,
2024-03-26,16.68,8.72,11.28,,,19.23,16.68,,,
2024-03-27,25.85,12.62,5.67,,,18.9,25.85,,,
2024-03-28,24.55,14.37,5.54,,,15.72,24.55,,,
2024-03-29,24.02,11.56,8.78,,,21.24,24.02,,,
2024-03-30,25.03,11.72,7.02,,,20.33,25.03,,,
2024-03-31,24.19,10.32,7.48,,,21.35,24.19,,,
2024-04-01,25.3,11.97,11.84,,,25.17,25.3,,,
2024-04-02,23.44,11.62,11.57,,,23.39,23.44,,,
2024-04-03,19.61,11.49,11.0,,,19.12,19.61,,,
2024-04-04,25.3,10.5,9.86,,,24.67,25.3,,,
2024-04-05,24.75,14.14,11.65,,,22.26,24.75,,,
2024-04-06,16.01,7.07,15.07,,,24.01,16.01,,,
2024-04-07,20.13,8.96,12.16,,,23.33,20.13,,,
2024-04-08,25.3,15.09,10.09,,,20.3,25.3,,,
2024-04-09,19.06,10.65,17.67,,,26.08,19.06,,,
2024-04-10,25.3,12.12,8.48,,,21.66,25.3,,,
2024-04-11,25.3,13.74,12.86,,,24.43,25.3,,,
2024-04-12,24.38,14.57,13.99,,,23.8,24.38,,,
